2025-02-27 23:19:31 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:19:31 - api - [ERROR]: Test Error Message!
2025-02-27 23:19:31 - api - [WARNING]: Test Warning Message!
2025-02-27 23:21:55 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:21:55 - api - [ERROR]: Test Error Message!
2025-02-27 23:21:55 - api - [WARNING]: Test Warning Message!
2025-02-27 23:23:57 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:23:57 - api - [ERROR]: Test Error Message!
2025-02-27 23:23:57 - api - [WARNING]: Test Warning Message!
2025-02-27 23:24:51 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:24:51 - api - [ERROR]: Test Error Message!
2025-02-27 23:24:51 - api - [WARNING]: Test Warning Message!
2025-02-27 23:25:52 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:25:52 - api - [ERROR]: Test Error Message!
2025-02-27 23:25:52 - api - [WARNING]: Test Warning Message!
2025-02-27 23:26:54 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:26:54 - api - [ERROR]: Test Error Message!
2025-02-27 23:26:54 - api - [WARNING]: Test Warning Message!
2025-02-27 23:30:32 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:30:32 - api - [ERROR]: Test Error Message!
2025-02-27 23:30:32 - api - [WARNING]: Test Warning Message!
2025-02-27 23:30:52 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:30:52 - api - [ERROR]: Test Error Message!
2025-02-27 23:30:52 - api - [WARNING]: Test Warning Message!
2025-02-27 23:31:49 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:31:49 - api - [ERROR]: Test Error Message!
2025-02-27 23:31:49 - api - [WARNING]: Test Warning Message!
2025-02-27 23:38:28 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:38:28 - api - [ERROR]: Test Error Message!
2025-02-27 23:38:28 - api - [WARNING]: Test Warning Message!
2025-02-27 23:39:14 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:39:14 - api - [ERROR]: Test Error Message!
2025-02-27 23:39:14 - api - [WARNING]: Test Warning Message!
2025-02-27 23:40:24 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:40:24 - api - [ERROR]: Test Error Message!
2025-02-27 23:40:24 - api - [WARNING]: Test Warning Message!
2025-02-27 23:42:02 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:42:02 - api - [ERROR]: Test Error Message!
2025-02-27 23:42:02 - api - [WARNING]: Test Warning Message!
2025-02-27 23:42:31 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:42:31 - api - [ERROR]: Test Error Message!
2025-02-27 23:42:31 - api - [WARNING]: Test Warning Message!
2025-02-27 23:43:21 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:43:21 - api - [ERROR]: Test Error Message!
2025-02-27 23:43:21 - api - [WARNING]: Test Warning Message!
2025-02-27 23:44:14 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:44:14 - api - [ERROR]: Test Error Message!
2025-02-27 23:44:14 - api - [WARNING]: Test Warning Message!
2025-02-27 23:44:40 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:44:40 - api - [ERROR]: Test Error Message!
2025-02-27 23:44:40 - api - [WARNING]: Test Warning Message!
2025-02-27 23:45:36 - api - [INFO]: Test Logger Initialized!
2025-02-27 23:45:36 - api - [ERROR]: Test Error Message!
2025-02-27 23:45:36 - api - [WARNING]: Test Warning Message!
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 01, Loss: 1.573, valLoss: 1.267, Train: 50.14%, Valid: 51.78%, Test: 50.41%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 03, Loss: 1.264, valLoss: 1.117, Train: 50.16%, Valid: 51.81%, Test: 50.41%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 04, Loss: 1.196, valLoss: 1.026, Train: 50.29%, Valid: 51.88%, Test: 50.49%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 05, Loss: 1.115, valLoss: 0.934, Train: 64.56%, Valid: 64.80%, Test: 64.43%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 06, Loss: 1.031, valLoss: 0.847, Train: 78.06%, Valid: 78.37%, Test: 78.68%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 07, Loss: 0.949, valLoss: 0.769, Train: 83.60%, Valid: 83.72%, Test: 83.88%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 08, Loss: 0.875, valLoss: 0.697, Train: 86.35%, Valid: 86.43%, Test: 86.43%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 09, Loss: 0.801, valLoss: 0.628, Train: 88.72%, Valid: 88.92%, Test: 88.70%, 
2025-02-27 23:45:44 - engine - [INFO]: Epoch: 10, Loss: 0.732, valLoss: 0.572, Train: 90.77%, Valid: 91.14%, Test: 90.91%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 11, Loss: 0.674, valLoss: 0.535, Train: 91.88%, Valid: 92.22%, Test: 92.01%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 12, Loss: 0.630, valLoss: 0.511, Train: 92.54%, Valid: 92.61%, Test: 92.54%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 13, Loss: 0.602, valLoss: 0.485, Train: 93.02%, Valid: 93.04%, Test: 92.81%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 14, Loss: 0.574, valLoss: 0.453, Train: 93.26%, Valid: 93.20%, Test: 92.96%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 15, Loss: 0.541, valLoss: 0.420, Train: 93.58%, Valid: 93.37%, Test: 93.30%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 16, Loss: 0.502, valLoss: 0.393, Train: 93.89%, Valid: 93.59%, Test: 93.67%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 17, Loss: 0.475, valLoss: 0.372, Train: 94.02%, Valid: 93.64%, Test: 93.86%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 18, Loss: 0.449, valLoss: 0.354, Train: 94.18%, Valid: 93.74%, Test: 94.00%, 
2025-02-27 23:45:45 - engine - [INFO]: Epoch: 19, Loss: 0.430, valLoss: 0.339, Train: 94.39%, Valid: 93.85%, Test: 94.10%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 20, Loss: 0.412, valLoss: 0.326, Train: 94.53%, Valid: 93.95%, Test: 94.23%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 21, Loss: 0.396, valLoss: 0.313, Train: 94.67%, Valid: 94.03%, Test: 94.39%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 22, Loss: 0.381, valLoss: 0.301, Train: 94.79%, Valid: 94.16%, Test: 94.39%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 23, Loss: 0.364, valLoss: 0.289, Train: 94.91%, Valid: 94.23%, Test: 94.57%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 24, Loss: 0.350, valLoss: 0.278, Train: 95.09%, Valid: 94.39%, Test: 94.77%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 25, Loss: 0.338, valLoss: 0.268, Train: 95.20%, Valid: 94.53%, Test: 94.93%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 26, Loss: 0.325, valLoss: 0.259, Train: 95.33%, Valid: 94.69%, Test: 95.12%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 27, Loss: 0.314, valLoss: 0.250, Train: 95.50%, Valid: 94.80%, Test: 95.26%, 
2025-02-27 23:45:46 - engine - [INFO]: Epoch: 28, Loss: 0.303, valLoss: 0.242, Train: 95.65%, Valid: 94.96%, Test: 95.32%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 29, Loss: 0.291, valLoss: 0.235, Train: 95.77%, Valid: 95.07%, Test: 95.30%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 30, Loss: 0.285, valLoss: 0.229, Train: 95.86%, Valid: 95.19%, Test: 95.33%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 33, Loss: 0.260, valLoss: 0.213, Train: 96.08%, Valid: 95.24%, Test: 95.36%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 36, Loss: 0.239, valLoss: 0.199, Train: 96.18%, Valid: 95.26%, Test: 95.52%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 38, Loss: 0.226, valLoss: 0.191, Train: 96.32%, Valid: 95.29%, Test: 95.58%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 39, Loss: 0.221, valLoss: 0.188, Train: 96.39%, Valid: 95.30%, Test: 95.61%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 40, Loss: 0.214, valLoss: 0.185, Train: 96.45%, Valid: 95.26%, Test: 95.65%, 
2025-02-27 23:45:47 - engine - [INFO]: Epoch: 41, Loss: 0.209, valLoss: 0.182, Train: 96.44%, Valid: 95.35%, Test: 95.70%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 43, Loss: 0.202, valLoss: 0.176, Train: 96.56%, Valid: 95.43%, Test: 95.68%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 45, Loss: 0.191, valLoss: 0.172, Train: 96.66%, Valid: 95.46%, Test: 95.77%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 46, Loss: 0.187, valLoss: 0.169, Train: 96.70%, Valid: 95.53%, Test: 95.78%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 48, Loss: 0.179, valLoss: 0.165, Train: 96.78%, Valid: 95.56%, Test: 95.78%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 49, Loss: 0.175, valLoss: 0.164, Train: 96.86%, Valid: 95.62%, Test: 95.78%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 50, Loss: 0.171, valLoss: 0.162, Train: 96.92%, Valid: 95.61%, Test: 95.86%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 53, Loss: 0.163, valLoss: 0.158, Train: 97.11%, Valid: 95.64%, Test: 95.99%, 
2025-02-27 23:45:48 - engine - [INFO]: Epoch: 54, Loss: 0.160, valLoss: 0.157, Train: 97.13%, Valid: 95.68%, Test: 95.97%, 
2025-02-27 23:45:49 - engine - [INFO]: Epoch: 55, Loss: 0.159, valLoss: 0.155, Train: 97.18%, Valid: 95.77%, Test: 95.99%, 
2025-02-27 23:45:49 - engine - [INFO]: Epoch: 58, Loss: 0.149, valLoss: 0.152, Train: 97.36%, Valid: 95.87%, Test: 96.01%, 
2025-02-27 23:45:49 - engine - [INFO]: Epoch: 59, Loss: 0.144, valLoss: 0.151, Train: 97.43%, Valid: 95.97%, Test: 96.01%, 
2025-02-27 23:45:49 - engine - [INFO]: Epoch: 60, Loss: 0.141, valLoss: 0.150, Train: 97.49%, Valid: 95.91%, Test: 96.03%, 
2025-02-27 23:45:49 - engine - [INFO]: Epoch: 70, Loss: 0.120, valLoss: 0.144, Train: 97.95%, Valid: 95.94%, Test: 96.06%, 
2025-02-27 23:45:49 - engine - [INFO]: Epoch: 80, Loss: 0.098, valLoss: 0.141, Train: 98.36%, Valid: 95.87%, Test: 95.97%, 
2025-02-27 23:45:50 - engine - [INFO]: Epoch: 90, Loss: 0.084, valLoss: 0.140, Train: 98.69%, Valid: 96.00%, Test: 95.83%, 
2025-02-27 23:45:50 - engine - [INFO]: Epoch: 100, Loss: 0.072, valLoss: 0.139, Train: 98.99%, Valid: 95.91%, Test: 95.81%, 
